Document,Model,Annotation_Type,Evaluation_Mode,Precision,Recall,F1_Score,True_Positives,False_Positives,False_Negatives,Gold_Count,Predicted_Count
ALTAY v. TURKEY (No. 2),mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,9,21,21,9
ALTAY v. TURKEY (No. 2),mixtral:8x7b,Event_what,Lenient,0.111,0.033,0.051,1,8,29,30,9
ALTAY v. TURKEY (No. 2),mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,9,30,30,9
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event,Lenient,0.000,0.000,0.000,0,0,21,21,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,0,21,21,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,19,19,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,19,19,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,21,21,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,21,21,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,30,30,0
ALTAY v. TURKEY (No. 2),dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,30,30,0
H_INESS v. NORWAY (1),gemma3:1b,Event,Lenient,0.000,0.000,0.000,0,0,31,31,0
H_INESS v. NORWAY (1),gemma3:1b,Event,Strict,0.000,0.000,0.000,0,0,31,31,0
H_INESS v. NORWAY (1),gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,0,32,32,0
H_INESS v. NORWAY (1),gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,0,32,32,0
H_INESS v. NORWAY (1),gemma3:1b,Event_when,Lenient,0.000,0.000,0.000,0,0,29,29,0
H_INESS v. NORWAY (1),gemma3:1b,Event_when,Strict,0.000,0.000,0.000,0,0,29,29,0
H_INESS v. NORWAY (1),gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,0,35,35,0
H_INESS v. NORWAY (1),gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,0,35,35,0
H_INESS v. NORWAY (1),gemma3:4b,Event,Lenient,0.158,0.194,0.174,6,32,25,31,38
H_INESS v. NORWAY (1),gemma3:4b,Event,Strict,0.079,0.097,0.087,3,35,28,31,38
H_INESS v. NORWAY (1),gemma3:4b,Event_who,Lenient,0.030,0.031,0.031,1,32,31,32,33
H_INESS v. NORWAY (1),gemma3:4b,Event_who,Strict,0.030,0.031,0.031,1,32,31,32,33
H_INESS v. NORWAY (1),gemma3:4b,Event_when,Lenient,0.156,0.172,0.164,5,27,24,29,32
H_INESS v. NORWAY (1),gemma3:4b,Event_when,Strict,0.156,0.172,0.164,5,27,24,29,32
H_INESS v. NORWAY (1),gemma3:4b,Event_what,Lenient,0.500,0.086,0.146,3,3,32,35,6
H_INESS v. NORWAY (1),gemma3:4b,Event_what,Strict,0.167,0.029,0.049,1,5,34,35,6
H_INESS v. NORWAY (1),gemma3:12b,Event,Lenient,0.571,0.129,0.211,4,3,27,31,7
H_INESS v. NORWAY (1),gemma3:12b,Event,Strict,0.571,0.129,0.211,4,3,27,31,7
H_INESS v. NORWAY (1),gemma3:12b,Event_who,Lenient,0.333,0.062,0.105,2,4,30,32,6
H_INESS v. NORWAY (1),gemma3:12b,Event_who,Strict,0.167,0.031,0.053,1,5,31,32,6
H_INESS v. NORWAY (1),gemma3:12b,Event_when,Lenient,0.800,0.138,0.235,4,1,25,29,5
H_INESS v. NORWAY (1),gemma3:12b,Event_when,Strict,0.800,0.138,0.235,4,1,25,29,5
H_INESS v. NORWAY (1),gemma3:12b,Event_what,Lenient,0.500,0.086,0.146,3,3,32,35,6
H_INESS v. NORWAY (1),gemma3:12b,Event_what,Strict,0.167,0.029,0.049,1,5,34,35,6
H_INESS v. NORWAY (1),llama3.3:latest,Event,Lenient,0.000,0.000,0.000,0,3,31,31,3
H_INESS v. NORWAY (1),llama3.3:latest,Event,Strict,0.000,0.000,0.000,0,3,31,31,3
H_INESS v. NORWAY (1),llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,32,32,1
H_INESS v. NORWAY (1),llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,1,32,32,1
H_INESS v. NORWAY (1),llama3.3:latest,Event_when,Lenient,0.333,0.034,0.062,1,2,28,29,3
H_INESS v. NORWAY (1),llama3.3:latest,Event_when,Strict,0.333,0.034,0.062,1,2,28,29,3
H_INESS v. NORWAY (1),llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,1,35,35,1
H_INESS v. NORWAY (1),llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,1,35,35,1
H_INESS v. NORWAY (1),deepseek-r1:8b,Event,Lenient,0.250,0.032,0.057,1,3,30,31,4
H_INESS v. NORWAY (1),deepseek-r1:8b,Event,Strict,0.250,0.032,0.057,1,3,30,31,4
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,32,32,0
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,0,32,32,0
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_when,Lenient,1.000,0.069,0.129,2,0,27,29,2
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_when,Strict,1.000,0.069,0.129,2,0,27,29,2
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_what,Lenient,1.000,0.029,0.056,1,0,34,35,1
H_INESS v. NORWAY (1),deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,1,35,35,1
H_INESS v. NORWAY (1),mistral:latest,Event,Lenient,0.353,0.581,0.439,18,33,13,31,51
H_INESS v. NORWAY (1),mistral:latest,Event,Strict,0.294,0.484,0.366,15,36,16,31,51
H_INESS v. NORWAY (1),mistral:latest,Event_who,Lenient,0.048,0.031,0.038,1,20,31,32,21
H_INESS v. NORWAY (1),mistral:latest,Event_who,Strict,0.048,0.031,0.038,1,20,31,32,21
H_INESS v. NORWAY (1),mistral:latest,Event_when,Lenient,0.464,0.448,0.456,13,15,16,29,28
H_INESS v. NORWAY (1),mistral:latest,Event_when,Strict,0.464,0.448,0.456,13,15,16,29,28
H_INESS v. NORWAY (1),mistral:latest,Event_what,Lenient,0.467,0.200,0.280,7,8,28,35,15
H_INESS v. NORWAY (1),mistral:latest,Event_what,Strict,0.067,0.029,0.040,1,14,34,35,15
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event,Lenient,0.500,0.065,0.114,2,2,29,31,4
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event,Strict,0.250,0.032,0.057,1,3,30,31,4
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_who,Lenient,0.250,0.031,0.056,1,3,31,32,4
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_who,Strict,0.250,0.031,0.056,1,3,31,32,4
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_when,Lenient,1.000,0.103,0.188,3,0,26,29,3
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_when,Strict,1.000,0.103,0.188,3,0,26,29,3
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_what,Lenient,0.500,0.029,0.054,1,1,34,35,2
H_INESS v. NORWAY (1),incept5/llama3.1-claude:latest,Event_what,Strict,0.000,0.000,0.000,0,2,35,35,2
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event,Lenient,0.667,0.129,0.216,4,2,27,31,6
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event,Strict,0.333,0.065,0.108,2,4,29,31,6
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,32,32,1
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,1,32,32,1
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_when,Lenient,1.000,0.172,0.294,5,0,24,29,5
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_when,Strict,1.000,0.172,0.294,5,0,24,29,5
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_what,Lenient,1.000,0.029,0.056,1,0,34,35,1
H_INESS v. NORWAY (1),chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,1,35,35,1
H_INESS v. NORWAY (1),mixtral:8x7b,Event,Lenient,0.200,0.032,0.056,1,4,30,31,5
H_INESS v. NORWAY (1),mixtral:8x7b,Event,Strict,0.200,0.032,0.056,1,4,30,31,5
H_INESS v. NORWAY (1),mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,5,32,32,5
H_INESS v. NORWAY (1),mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,5,32,32,5
H_INESS v. NORWAY (1),mixtral:8x7b,Event_when,Lenient,1.000,0.034,0.067,1,0,28,29,1
H_INESS v. NORWAY (1),mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,1,29,29,1
H_INESS v. NORWAY (1),mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,3,35,35,3
H_INESS v. NORWAY (1),mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,3,35,35,3
H_INESS v. NORWAY (1),dolphin3:8b,Event,Lenient,0.300,0.097,0.146,3,7,28,31,10
H_INESS v. NORWAY (1),dolphin3:8b,Event,Strict,0.200,0.065,0.098,2,8,29,31,10
H_INESS v. NORWAY (1),dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,4,32,32,4
H_INESS v. NORWAY (1),dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,4,32,32,4
H_INESS v. NORWAY (1),dolphin3:8b,Event_when,Lenient,1.000,0.103,0.188,3,0,26,29,3
H_INESS v. NORWAY (1),dolphin3:8b,Event_when,Strict,1.000,0.103,0.188,3,0,26,29,3
H_INESS v. NORWAY (1),dolphin3:8b,Event_what,Lenient,0.500,0.057,0.103,2,2,33,35,4
H_INESS v. NORWAY (1),dolphin3:8b,Event_what,Strict,0.500,0.057,0.103,2,2,33,35,4
SHVIDKIYE v. RUSSIA,gemma3:1b,Event,Lenient,0.263,0.227,0.244,5,14,17,22,19
SHVIDKIYE v. RUSSIA,gemma3:1b,Event,Strict,0.211,0.182,0.195,4,15,18,22,19
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,8,22,22,8
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,8,22,22,8
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_when,Lenient,0.000,0.000,0.000,0,1,20,20,1
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_when,Strict,0.000,0.000,0.000,0,1,20,20,1
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,gemma3:4b,Event,Lenient,0.737,0.636,0.683,14,5,8,22,19
SHVIDKIYE v. RUSSIA,gemma3:4b,Event,Strict,0.316,0.273,0.293,6,13,16,22,19
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,2,22,22,2
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,2,22,22,2
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_when,Lenient,0.909,0.500,0.645,10,1,10,20,11
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_when,Strict,0.818,0.450,0.581,9,2,11,20,11
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_what,Lenient,0.600,0.111,0.188,3,2,24,27,5
SHVIDKIYE v. RUSSIA,gemma3:4b,Event_what,Strict,0.200,0.037,0.062,1,4,26,27,5
SHVIDKIYE v. RUSSIA,gemma3:12b,Event,Lenient,0.600,0.273,0.375,6,4,16,22,10
SHVIDKIYE v. RUSSIA,gemma3:12b,Event,Strict,0.600,0.273,0.375,6,4,16,22,10
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_who,Lenient,0.375,0.136,0.200,3,5,19,22,8
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_who,Strict,0.125,0.045,0.067,1,7,21,22,8
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_when,Lenient,0.750,0.300,0.429,6,2,14,20,8
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_when,Strict,0.750,0.300,0.429,6,2,14,20,8
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_what,Lenient,0.556,0.185,0.278,5,4,22,27,9
SHVIDKIYE v. RUSSIA,gemma3:12b,Event_what,Strict,0.111,0.037,0.056,1,8,26,27,9
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event,Lenient,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event,Strict,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_who,Lenient,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_who,Strict,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_when,Lenient,0.000,0.000,0.000,0,0,20,20,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_when,Strict,0.000,0.000,0.000,0,0,20,20,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event,Lenient,0.667,0.091,0.160,2,1,20,22,3
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event,Strict,0.333,0.045,0.080,1,2,21,22,3
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_who,Strict,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_when,Lenient,0.500,0.050,0.091,1,1,19,20,2
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_when,Strict,0.500,0.050,0.091,1,1,19,20,2
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,deepseek-r1:8b,Event_what,Strict,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,mistral:latest,Event,Lenient,0.467,0.636,0.538,14,16,8,22,30
SHVIDKIYE v. RUSSIA,mistral:latest,Event,Strict,0.433,0.591,0.500,13,17,9,22,30
SHVIDKIYE v. RUSSIA,mistral:latest,Event_who,Lenient,0.000,0.000,0.000,0,26,22,22,26
SHVIDKIYE v. RUSSIA,mistral:latest,Event_who,Strict,0.000,0.000,0.000,0,26,22,22,26
SHVIDKIYE v. RUSSIA,mistral:latest,Event_when,Lenient,0.632,0.600,0.615,12,7,8,20,19
SHVIDKIYE v. RUSSIA,mistral:latest,Event_when,Strict,0.579,0.550,0.564,11,8,9,20,19
SHVIDKIYE v. RUSSIA,mistral:latest,Event_what,Lenient,0.400,0.370,0.385,10,15,17,27,25
SHVIDKIYE v. RUSSIA,mistral:latest,Event_what,Strict,0.080,0.074,0.077,2,23,25,27,25
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event,Lenient,0.733,0.500,0.595,11,4,11,22,15
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event,Strict,0.733,0.500,0.595,11,4,11,22,15
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.000,0.000,0.000,0,8,22,22,8
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.000,0.000,0.000,0,8,22,22,8
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.917,0.550,0.687,11,1,9,20,12
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.833,0.500,0.625,10,2,10,20,12
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Lenient,1.000,0.259,0.412,7,0,20,27,7
SHVIDKIYE v. RUSSIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.286,0.074,0.118,2,5,25,27,7
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,0.750,0.136,0.231,3,1,19,22,4
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event,Strict,0.750,0.136,0.231,3,1,19,22,4
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,3,22,22,3
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,3,22,22,3
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,0.750,0.150,0.250,3,1,17,20,4
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,0.750,0.150,0.250,3,1,17,20,4
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event,Lenient,0.500,0.136,0.214,3,3,19,22,6
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event,Strict,0.500,0.136,0.214,3,3,19,22,6
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,3,22,22,3
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,3,22,22,3
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_when,Lenient,0.750,0.150,0.250,3,1,17,20,4
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,4,20,20,4
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_what,Lenient,0.000,0.000,0.000,0,4,27,27,4
SHVIDKIYE v. RUSSIA,mixtral:8x7b,Event_what,Strict,0.000,0.000,0.000,0,4,27,27,4
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event,Lenient,1.000,0.045,0.087,1,0,21,22,1
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event,Strict,0.000,0.000,0.000,0,1,22,22,1
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_who,Lenient,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_who,Strict,0.000,0.000,0.000,0,0,22,22,0
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_when,Lenient,0.000,0.000,0.000,0,0,20,20,0
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_when,Strict,0.000,0.000,0.000,0,0,20,20,0
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_what,Lenient,0.000,0.000,0.000,0,0,27,27,0
SHVIDKIYE v. RUSSIA,dolphin3:8b,Event_what,Strict,0.000,0.000,0.000,0,0,27,27,0
VISY v. SLOVAKIA,gemma3:1b,Event,Lenient,0.067,0.067,0.067,1,14,14,15,15
VISY v. SLOVAKIA,gemma3:1b,Event,Strict,0.067,0.067,0.067,1,14,14,15,15
VISY v. SLOVAKIA,gemma3:1b,Event_who,Lenient,0.000,0.000,0.000,0,0,14,14,0
VISY v. SLOVAKIA,gemma3:1b,Event_who,Strict,0.000,0.000,0.000,0,0,14,14,0
VISY v. SLOVAKIA,gemma3:1b,Event_when,Lenient,0.111,0.091,0.100,1,8,10,11,9
VISY v. SLOVAKIA,gemma3:1b,Event_when,Strict,0.111,0.091,0.100,1,8,10,11,9
VISY v. SLOVAKIA,gemma3:1b,Event_what,Lenient,0.000,0.000,0.000,0,0,21,21,0
VISY v. SLOVAKIA,gemma3:1b,Event_what,Strict,0.000,0.000,0.000,0,0,21,21,0
VISY v. SLOVAKIA,gemma3:4b,Event,Lenient,0.081,0.333,0.130,5,57,10,15,62
VISY v. SLOVAKIA,gemma3:4b,Event,Strict,0.032,0.133,0.052,2,60,13,15,62
VISY v. SLOVAKIA,gemma3:4b,Event_who,Lenient,0.000,0.000,0.000,0,5,14,14,5
VISY v. SLOVAKIA,gemma3:4b,Event_who,Strict,0.000,0.000,0.000,0,5,14,14,5
VISY v. SLOVAKIA,gemma3:4b,Event_when,Lenient,0.054,0.273,0.090,3,53,8,11,56
VISY v. SLOVAKIA,gemma3:4b,Event_when,Strict,0.054,0.273,0.090,3,53,8,11,56
VISY v. SLOVAKIA,gemma3:4b,Event_what,Lenient,0.000,0.000,0.000,0,1,21,21,1
VISY v. SLOVAKIA,gemma3:4b,Event_what,Strict,0.000,0.000,0.000,0,1,21,21,1
VISY v. SLOVAKIA,gemma3:12b,Event,Lenient,0.778,0.467,0.583,7,2,8,15,9
VISY v. SLOVAKIA,gemma3:12b,Event,Strict,0.556,0.333,0.417,5,4,10,15,9
VISY v. SLOVAKIA,gemma3:12b,Event_who,Lenient,0.111,0.071,0.087,1,8,13,14,9
VISY v. SLOVAKIA,gemma3:12b,Event_who,Strict,0.000,0.000,0.000,0,9,14,14,9
VISY v. SLOVAKIA,gemma3:12b,Event_when,Lenient,0.375,0.273,0.316,3,5,8,11,8
VISY v. SLOVAKIA,gemma3:12b,Event_when,Strict,0.375,0.273,0.316,3,5,8,11,8
VISY v. SLOVAKIA,gemma3:12b,Event_what,Lenient,0.556,0.238,0.333,5,4,16,21,9
VISY v. SLOVAKIA,gemma3:12b,Event_what,Strict,0.111,0.048,0.067,1,8,20,21,9
VISY v. SLOVAKIA,llama3.3:latest,Event,Lenient,0.769,0.667,0.714,10,3,5,15,13
VISY v. SLOVAKIA,llama3.3:latest,Event,Strict,0.231,0.200,0.214,3,10,12,15,13
VISY v. SLOVAKIA,llama3.3:latest,Event_who,Lenient,0.231,0.214,0.222,3,10,11,14,13
VISY v. SLOVAKIA,llama3.3:latest,Event_who,Strict,0.154,0.143,0.148,2,11,12,14,13
VISY v. SLOVAKIA,llama3.3:latest,Event_when,Lenient,0.636,0.636,0.636,7,4,4,11,11
VISY v. SLOVAKIA,llama3.3:latest,Event_when,Strict,0.636,0.636,0.636,7,4,4,11,11
VISY v. SLOVAKIA,llama3.3:latest,Event_what,Lenient,0.000,0.000,0.000,0,1,21,21,1
VISY v. SLOVAKIA,llama3.3:latest,Event_what,Strict,0.000,0.000,0.000,0,1,21,21,1
VISY v. SLOVAKIA,deepseek-r1:8b,Event,Lenient,0.714,0.333,0.455,5,2,10,15,7
VISY v. SLOVAKIA,deepseek-r1:8b,Event,Strict,0.571,0.267,0.364,4,3,11,15,7
VISY v. SLOVAKIA,deepseek-r1:8b,Event_who,Lenient,1.000,0.071,0.133,1,0,13,14,1
VISY v. SLOVAKIA,deepseek-r1:8b,Event_who,Strict,1.000,0.071,0.133,1,0,13,14,1
VISY v. SLOVAKIA,deepseek-r1:8b,Event_when,Lenient,0.800,0.364,0.500,4,1,7,11,5
VISY v. SLOVAKIA,deepseek-r1:8b,Event_when,Strict,0.800,0.364,0.500,4,1,7,11,5
VISY v. SLOVAKIA,deepseek-r1:8b,Event_what,Lenient,0.500,0.095,0.160,2,2,19,21,4
VISY v. SLOVAKIA,deepseek-r1:8b,Event_what,Strict,0.250,0.048,0.080,1,3,20,21,4
VISY v. SLOVAKIA,mistral:latest,Event,Lenient,0.213,0.867,0.342,13,48,2,15,61
VISY v. SLOVAKIA,mistral:latest,Event,Strict,0.164,0.667,0.263,10,51,5,15,61
VISY v. SLOVAKIA,mistral:latest,Event_who,Lenient,0.054,0.143,0.078,2,35,12,14,37
VISY v. SLOVAKIA,mistral:latest,Event_who,Strict,0.054,0.143,0.078,2,35,12,14,37
VISY v. SLOVAKIA,mistral:latest,Event_when,Lenient,0.467,0.636,0.538,7,8,4,11,15
VISY v. SLOVAKIA,mistral:latest,Event_when,Strict,0.467,0.636,0.538,7,8,4,11,15
VISY v. SLOVAKIA,mistral:latest,Event_what,Lenient,0.190,0.190,0.190,4,17,17,21,21
VISY v. SLOVAKIA,mistral:latest,Event_what,Strict,0.000,0.000,0.000,0,21,21,21,21
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event,Lenient,0.500,0.400,0.444,6,6,9,15,12
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event,Strict,0.333,0.267,0.296,4,8,11,15,12
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_who,Lenient,0.100,0.071,0.083,1,9,13,14,10
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_who,Strict,0.100,0.071,0.083,1,9,13,14,10
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_when,Lenient,0.250,0.182,0.211,2,6,9,11,8
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_when,Strict,0.250,0.182,0.211,2,6,9,11,8
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_what,Lenient,0.500,0.048,0.087,1,1,20,21,2
VISY v. SLOVAKIA,incept5/llama3.1-claude:latest,Event_what,Strict,0.500,0.048,0.087,1,1,20,21,2
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event,Lenient,1.000,0.133,0.235,2,0,13,15,2
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event,Strict,1.000,0.133,0.235,2,0,13,15,2
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_who,Lenient,0.000,0.000,0.000,0,1,14,14,1
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_who,Strict,0.000,0.000,0.000,0,1,14,14,1
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_when,Lenient,1.000,0.182,0.308,2,0,9,11,2
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_when,Strict,1.000,0.182,0.308,2,0,9,11,2
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_what,Lenient,1.000,0.048,0.091,1,0,20,21,1
VISY v. SLOVAKIA,chevalblanc/claude-3-haiku:latest,Event_what,Strict,1.000,0.048,0.091,1,0,20,21,1
VISY v. SLOVAKIA,mixtral:8x7b,Event,Lenient,0.500,0.467,0.483,7,7,8,15,14
VISY v. SLOVAKIA,mixtral:8x7b,Event,Strict,0.429,0.400,0.414,6,8,9,15,14
VISY v. SLOVAKIA,mixtral:8x7b,Event_who,Lenient,0.000,0.000,0.000,0,8,14,14,8
VISY v. SLOVAKIA,mixtral:8x7b,Event_who,Strict,0.000,0.000,0.000,0,8,14,14,8
VISY v. SLOVAKIA,mixtral:8x7b,Event_when,Lenient,0.667,0.182,0.286,2,1,9,11,3
VISY v. SLOVAKIA,mixtral:8x7b,Event_when,Strict,0.000,0.000,0.000,0,3,11,11,3
VISY v. SLOVAKIA,mixtral:8x7b,Event_what,Lenient,0.375,0.143,0.207,3,5,18,21,8
